step	learning_rate
0	0.0009992
1	0.0009984
2	0.0009976
3	0.0009968
4	0.000996
5	0.0009952
6	0.0009943999999999999
7	0.0009936
8	0.0009928
9	0.000992
10	0.0009912
11	0.0009904
12	0.0009896
13	0.0009888
14	0.000988
15	0.0009872
16	0.0009864000000000001
17	0.0009856
18	0.0009848
19	0.000984
20	0.0009832
21	0.0009824
22	0.0009816
23	0.0009808
24	0.00098
25	0.0009792
26	0.0009784000000000001
27	0.0009776000000000001
28	0.0009768
29	0.000976
30	0.0009752
31	0.0009744
32	0.0009736
33	0.0009728
34	0.000972
35	0.0009712
36	0.0009704000000000001
37	0.0009696
38	0.0009688
39	0.000968
40	0.0009672
41	0.0009664000000000001
42	0.0009656
43	0.0009648
44	0.000964
45	0.0009632
46	0.0009624000000000001
47	0.0009616000000000001
48	0.0009608
49	0.00096
50	0.0009592000000000001
51	0.0009584000000000001
52	0.0009576000000000001
53	0.0009568000000000001
54	0.0009559999999999999
55	0.0009552
56	0.0009544
57	0.0009536
58	0.0009528
59	0.0009519999999999999
60	0.0009512
61	0.0009504
62	0.0009496
63	0.0009488
64	0.000948
65	0.0009472
66	0.0009464
67	0.0009456
68	0.0009448
69	0.000944
70	0.0009432
71	0.0009424
72	0.0009416
73	0.0009408
74	0.00094
75	0.0009392000000000001
76	0.0009384
77	0.0009376
78	0.0009368
79	0.0009360000000000001
80	0.0009352000000000001
81	0.0009344
82	0.0009336
83	0.0009328
84	0.0009320000000000001
85	0.0009312000000000001
86	0.0009304000000000001
87	0.0009296
88	0.0009288
89	0.0009280000000000001
90	0.0009272000000000001
91	0.0009264
92	0.0009256
93	0.0009247999999999999
94	0.000924
95	0.0009232
96	0.0009224
97	0.0009216
98	0.0009207999999999999
99	0.00092
100	0.0009192
101	0.0009184
102	0.0009176
103	0.0009168
104	0.000916
105	0.0009152
106	0.0009144
107	0.0009136
108	0.0009128
109	0.000912
110	0.0009112
111	0.0009104
112	0.0009096
113	0.0009088000000000001
114	0.0009080000000000001
115	0.0009072
116	0.0009064
117	0.0009056
118	0.0009048000000000001
119	0.0009040000000000001
120	0.0009032
121	0.0009024
122	0.0009016
123	0.0009008000000000001
124	0.0009000000000000001
125	0.0008992000000000001
126	0.0008984
127	0.0008976
128	0.0008968000000000001
129	0.000896
130	0.0008952
131	0.0008944
132	0.0008935999999999999
133	0.0008928
134	0.000892
135	0.0008912
136	0.0008904
137	0.0008895999999999999
138	0.0008888
139	0.000888
140	0.0008872
141	0.0008864
142	0.0008856000000000001
143	0.0008848
144	0.000884
145	0.0008832
146	0.0008824
147	0.0008816000000000001
148	0.0008808
149	0.00088
150	0.0008792
151	0.0008784
152	0.0008776000000000001
153	0.0008768000000000001
154	0.000876
155	0.0008752
156	0.0008744
157	0.0008736000000000001
158	0.0008728000000000001
159	0.000872
160	0.0008712
161	0.0008704
162	0.0008696000000000001
163	0.0008688000000000001
164	0.0008680000000000001
165	0.0008671999999999999
166	0.0008663999999999999
167	0.0008656
168	0.0008648
169	0.000864
170	0.0008632
171	0.0008624
172	0.0008616
173	0.0008608
174	0.00086
175	0.0008592
176	0.0008584
177	0.0008576
178	0.0008568
179	0.000856
180	0.0008552
181	0.0008544000000000001
182	0.0008536
183	0.0008528
184	0.000852
185	0.0008512
186	0.0008504000000000001
187	0.0008496
188	0.0008488
189	0.000848
190	0.0008472
191	0.0008464000000000001
192	0.0008456000000000001
193	0.0008448
194	0.000844
195	0.0008432
196	0.0008424000000000001
197	0.0008416000000000001
198	0.0008408000000000001
199	0.00084
200	0.0008392
201	0.0008384000000000001
202	0.0008376
203	0.0008368
204	0.0008359999999999999
205	0.0008352
206	0.0008344
207	0.0008336
208	0.0008328
209	0.000832
210	0.0008312
211	0.0008304
212	0.0008296
213	0.0008288
214	0.000828
215	0.0008272
216	0.0008264
217	0.0008256
218	0.0008248
219	0.000824
220	0.0008232000000000001
221	0.0008224
222	0.0008216
223	0.0008208
224	0.00082
225	0.0008192000000000001
226	0.0008184
227	0.0008176
228	0.0008168
229	0.000816
230	0.0008152000000000001
231	0.0008144000000000001
232	0.0008136
233	0.0008128
234	0.0008120000000000001
235	0.0008112000000000001
236	0.0008104000000000001
237	0.0008096000000000001
238	0.0008087999999999999
239	0.000808
240	0.0008072
241	0.0008064
242	0.0008056
243	0.0008047999999999999
244	0.000804
245	0.0008032
246	0.0008024
247	0.0008016
248	0.0008008
249	0.0008
250	0.0007992
251	0.0007984
252	0.0007976
253	0.0007968
254	0.000796
255	0.0007952
256	0.0007944
257	0.0007936
258	0.0007928
259	0.0007920000000000001
260	0.0007912
261	0.0007904
262	0.0007896
263	0.0007888
264	0.0007880000000000001
265	0.0007872
266	0.0007864
267	0.0007856
268	0.0007848000000000001
269	0.0007840000000000001
270	0.0007832000000000001
271	0.0007824
272	0.0007816
273	0.0007808000000000001
274	0.0007800000000000001
275	0.0007792
276	0.0007784
277	0.0007775999999999999
278	0.0007768
279	0.000776
280	0.0007752
281	0.0007744
282	0.0007735999999999999
283	0.0007728
284	0.000772
285	0.0007712
286	0.0007704
287	0.0007696
288	0.0007688
289	0.000768
290	0.0007672
291	0.0007664
292	0.0007656
293	0.0007648
294	0.000764
295	0.0007632
296	0.0007624
297	0.0007616000000000001
298	0.0007608000000000001
299	0.00076
300	0.0007592
301	0.0007584
302	0.0007576000000000001
303	0.0007568000000000001
304	0.000756
305	0.0007552
306	0.0007544
307	0.0007536000000000001
308	0.0007528000000000001
309	0.0007520000000000001
310	0.0007512
311	0.0007504
312	0.0007496
313	0.0007488
314	0.000748
315	0.0007472
316	0.0007463999999999999
317	0.0007456
318	0.0007448
319	0.000744
320	0.0007432
321	0.0007423999999999999
322	0.0007416
323	0.0007408
324	0.00074
325	0.0007392
326	0.0007384
327	0.0007376
328	0.0007368
329	0.000736
330	0.0007352
331	0.0007344000000000001
332	0.0007336
333	0.0007328
334	0.000732
335	0.0007312
336	0.0007304000000000001
337	0.0007296000000000001
338	0.0007288
339	0.000728
340	0.0007272
341	0.0007264000000000001
342	0.0007256000000000001
343	0.0007248
344	0.000724
345	0.0007232
346	0.0007224000000000001
347	0.0007216000000000001
348	0.0007208000000000001
349	0.0007199999999999999
350	0.0007191999999999999
351	0.0007184
352	0.0007176
353	0.0007168
354	0.000716
355	0.0007151999999999999
356	0.0007144
357	0.0007136
358	0.0007128
359	0.000712
360	0.0007112
361	0.0007104
362	0.0007096
363	0.0007088
364	0.000708
365	0.0007072000000000001
366	0.0007064
367	0.0007056
368	0.0007048
369	0.000704
370	0.0007032000000000001
371	0.0007024
372	0.0007016
373	0.0007008
374	0.0007
375	0.0006992000000000001
376	0.0006984000000000001
377	0.0006976
378	0.0006968
379	0.000696
380	0.0006952000000000001
381	0.0006944000000000001
382	0.0006936
383	0.0006928
384	0.000692
385	0.0006912000000000001
386	0.0006904
387	0.0006896
388	0.0006887999999999999
389	0.0006879999999999999
390	0.0006872
391	0.0006864
392	0.0006856
393	0.0006848
394	0.000684
395	0.0006832
396	0.0006824
397	0.0006816
398	0.0006808
399	0.00068
400	0.0006792
401	0.0006784
402	0.0006776
403	0.0006768
404	0.0006760000000000001
405	0.0006752
406	0.0006744
407	0.0006736
408	0.0006728
409	0.0006720000000000001
410	0.0006712
411	0.0006704
412	0.0006696
413	0.0006688
414	0.0006680000000000001
415	0.0006672000000000001
416	0.0006664
417	0.0006656
418	0.0006648
419	0.0006640000000000001
420	0.0006632000000000001
421	0.0006624000000000001
422	0.0006615999999999999
423	0.0006608
424	0.00066
425	0.0006592
426	0.0006584
427	0.0006575999999999999
428	0.0006568
429	0.000656
430	0.0006552
431	0.0006544
432	0.0006536
433	0.0006528
434	0.000652
435	0.0006512
436	0.0006504
437	0.0006496
438	0.0006488
439	0.000648
440	0.0006472
441	0.0006464
442	0.0006456
443	0.0006448000000000001
444	0.000644
445	0.0006432
446	0.0006424
447	0.0006416
448	0.0006408000000000001
449	0.00064
450	0.0006392
451	0.0006384
452	0.0006376
453	0.0006368000000000001
454	0.0006360000000000001
455	0.0006352
456	0.0006344
457	0.0006336000000000001
458	0.0006328000000000001
459	0.000632
460	0.0006312
461	0.0006303999999999999
462	0.0006296
463	0.0006288
464	0.000628
465	0.0006272
466	0.0006263999999999999
467	0.0006256
468	0.0006248
469	0.000624
470	0.0006232
471	0.0006224
472	0.0006216
473	0.0006208
474	0.00062
475	0.0006192
476	0.0006184
477	0.0006176
478	0.0006168
479	0.000616
480	0.0006152
481	0.0006144
482	0.0006136000000000001
483	0.0006128
484	0.000612
485	0.0006112
486	0.0006104000000000001
487	0.0006096000000000001
488	0.0006088
489	0.000608
490	0.0006072
491	0.0006064000000000001
492	0.0006056000000000001
493	0.0006048000000000001
494	0.000604
495	0.0006031999999999999
496	0.0006024
497	0.0006016
498	0.0006008
499	0.0006
500	0.0005991999999999999
501	0.0005984
502	0.0005976
503	0.0005968
504	0.000596
505	0.0005951999999999999
506	0.0005944
507	0.0005936
508	0.0005928
509	0.000592
510	0.0005912
511	0.0005904
512	0.0005896
513	0.0005888
514	0.000588
515	0.0005872000000000001
516	0.0005864
517	0.0005856
518	0.0005848
519	0.000584
520	0.0005832000000000001
521	0.0005824000000000001
522	0.0005816
523	0.0005808
524	0.00058
525	0.0005792000000000001
526	0.0005784000000000001
527	0.0005776
528	0.0005768
529	0.000576
530	0.0005752000000000001
531	0.0005744000000000001
532	0.0005736000000000001
533	0.0005727999999999999
534	0.0005719999999999999
535	0.0005712
536	0.0005704
537	0.0005696
538	0.0005688
539	0.0005679999999999999
540	0.0005672
541	0.0005664
542	0.0005656
543	0.0005648
544	0.0005639999999999999
545	0.0005632
546	0.0005624
547	0.0005616
548	0.0005608
549	0.0005600000000000001
550	0.0005592
551	0.0005584
552	0.0005576
553	0.0005568
554	0.0005560000000000001
555	0.0005552
556	0.0005544
557	0.0005536
558	0.0005528
559	0.0005520000000000001
560	0.0005512000000000001
561	0.0005504
562	0.0005496
563	0.0005488
564	0.0005480000000000001
565	0.0005472000000000001
566	0.0005464
567	0.0005456
568	0.0005448
569	0.0005440000000000001
570	0.0005432
571	0.0005424
572	0.0005415999999999999
573	0.0005407999999999999
574	0.00054
575	0.0005392
576	0.0005384
577	0.0005376
578	0.0005368
579	0.000536
580	0.0005352
581	0.0005344
582	0.0005336
583	0.0005328
584	0.000532
585	0.0005312
586	0.0005304
587	0.0005296
588	0.0005288000000000001
589	0.000528
590	0.0005272
591	0.0005264
592	0.0005256
593	0.0005248000000000001
594	0.000524
595	0.0005232
596	0.0005224
597	0.0005216
598	0.0005208000000000001
599	0.0005200000000000001
600	0.0005192
601	0.0005184
602	0.0005176
603	0.0005168000000000001
604	0.0005160000000000001
605	0.0005152000000000001
606	0.0005143999999999999
607	0.0005135999999999999
608	0.0005128
609	0.000512
610	0.0005112
611	0.0005103999999999999
612	0.0005096
613	0.0005088
614	0.000508
615	0.0005072
616	0.0005064
617	0.0005056
618	0.0005048
619	0.000504
620	0.0005032
621	0.0005024
622	0.0005016
623	0.0005008
624	0.0005
625	0.0004992
626	0.0004984
627	0.0004976
628	0.0004968
629	0.000496
630	0.0004952
631	0.0004944
632	0.0004936
633	0.0004928
634	0.000492
635	0.0004912
636	0.0004904
637	0.0004896
638	0.0004888000000000001
639	0.000488
640	0.0004872
641	0.0004864
642	0.0004856
643	0.0004848
644	0.000484
645	0.00048320000000000004
646	0.0004824
647	0.0004816
648	0.00048080000000000003
649	0.00048
650	0.00047920000000000005
651	0.00047840000000000003
652	0.0004776
653	0.0004768
654	0.00047599999999999997
655	0.0004752
656	0.0004744
657	0.0004736
658	0.0004728
659	0.000472
660	0.0004712
661	0.0004704
662	0.00046960000000000003
663	0.0004688
664	0.00046800000000000005
665	0.0004672
666	0.0004664
667	0.00046560000000000004
668	0.0004648
669	0.00046400000000000006
670	0.0004632
671	0.00046239999999999996
672	0.0004616
673	0.0004608
674	0.00046
675	0.0004592
676	0.0004584
677	0.0004576
678	0.0004568
679	0.000456
680	0.0004552
681	0.00045440000000000004
682	0.0004536
683	0.0004528
684	0.00045200000000000004
685	0.0004512
686	0.00045040000000000005
687	0.00044960000000000003
688	0.0004488
689	0.000448
690	0.0004472
691	0.0004464
692	0.0004456
693	0.00044479999999999997
694	0.000444
695	0.0004432
696	0.0004424
697	0.0004416
698	0.00044080000000000004
699	0.00044
700	0.0004392
701	0.00043840000000000003
702	0.0004376
703	0.00043680000000000005
704	0.000436
705	0.0004352
706	0.00043440000000000004
707	0.00043359999999999997
708	0.0004328
709	0.000432
710	0.0004312
711	0.0004304
712	0.0004296
713	0.0004288
714	0.000428
715	0.00042720000000000003
716	0.0004264
717	0.0004256
718	0.0004248
719	0.000424
720	0.00042320000000000004
721	0.0004224
722	0.0004216
